(3, 3553)
(6, 3560)
(4, 3563)
(3, 3564)
(5, 3602)
(6, 3605)
(5, 3607)
(5, 3608)
(4, 3616)
(5, 3620)
(3, 3629)
(6, 3634)
(4, 3635)
(3, 3637)
(6, 3643)
(3, 3645)
(4, 3646)
(6, 3650)
(4, 3653)
(3, 3654)
(4, 3661)
(4, 3664)
(3, 3667)
(5, 3670)
(3, 3673)
(3, 3676)
(5, 3680)
(5, 3689)
(3, 3692)
(5, 3698)
(5, 3706)
(6, 3709)
(3, 3713)
(3, 3731)
(3, 3736)
(5, 3760)
(3, 3763)
(3, 3766)
(5, 3779)
(4, 3789)
(6, 3790)
(5, 3797)
(4, 3798)
(4, 3803)
(5, 3806)
(3, 3823)
(4, 3830)
(3, 3832)
(5, 3833)
(5, 3860)
(5, 3869)
(4, 3879)
(5, 3896)
(4, 3897)
(5, 3901)
(5, 3902)
(6, 3907)
(5, 3910)
(2, 3913)
(5, 3920)
(3, 3923)
(3, 3926)
(2, 3931)
(3, 3932)
(3, 3962)
(5, 3968)
(6, 3970)
(5, 3977)
(4, 3978)
(5, 3986)
(4, 3987)
(4, 4004)
(4, 4009)
(4, 4040)
(3, 4046)
(3, 4064)
(6, 4069)
(4, 4078)
(4, 4087)
(4, 4090)
(6, 4096)
(5, 4111)
(4, 4118)
(6, 4127)
(5, 4144)
(4, 4147)
(4, 4148)
(5, 4157)
(6, 4172)
(4, 4174)
(5, 4175)
(3, 4178)
(4, 4181)
(4, 4184)
(3, 4187)
(6, 4217)
(4, 4222)
(5, 4225)
(2, 4248)
(5, 4252)
(6, 4255)
(5, 4257)
(5, 4258)
(6, 4271)
(5, 4275)
(6, 4278)
(2, 4284)
(5, 4285)
(6, 4287)
(6, 4336)
(3, 4356)
(6, 4363)
(3, 4365)
(4, 4366)
(4, 4400)
(3, 4406)
(5, 4414)
(4, 4417)
(4, 4418)
(2, 4428)
(5, 4441)
(4, 4447)
(4, 4449)
(4, 4455)
(3, 4460)
(4, 4471)
(4, 4474)
(3, 4477)
(4, 4481)
(2, 4482)
(4, 4494)
(5, 4517)
(5, 4522)
(6, 4525)
(5, 4527)
(5, 4528)
(3, 4536)
(4, 4545)
(6, 4552)
(4, 4554)
(5, 4555)
(3, 4558)
(3, 4563)
(5, 4571)
(5, 4572)
(6, 4577)
(5, 4582)
(3, 4585)
(4, 4599)
(3, 4604)
(6, 4609)
(6, 4633)
(3, 4635)
(4, 4636)
(3, 4640)
(3, 4653)
(4, 4663)
(6, 4690)
(4, 4708)
(6, 4712)
(4, 4714)
(5, 4715)
(3, 4718)
(6, 4721)
(5, 4725)
(6, 4728)
(4, 4741)
(4, 4744)
(3, 4747)
(5, 4751)
(5, 4752)
(6, 4757)
(3, 4774)
(6, 4775)
(4, 4780)
(3, 4781)
(6, 4782)
(6, 4788)
(4, 4807)
(4, 4811)
(4, 4814)
(3, 4817)
(2, 4824)
(5, 4825)
(6, 4827)
(4, 4841)
(2, 4842)
(5, 4852)
(3, 4855)
(4, 4870)
(3, 4871)
(6, 4872)
(6, 4878)
(6, 4887)
(4, 4888)
(4, 4900)
(6, 4906)
(4, 4944)
(4, 4959)
(6, 4960)
(4, 4995)
(6, 5036)
(3, 5056)
(6, 5063)
(3, 5065)
(4, 5066)
(4, 5111)
(3, 5112)
(5, 5118)
(3, 5121)
(4, 5127)
(5, 5128)
(5, 5133)
(5, 5147)
(2, 5157)
(4, 5172)
(5, 5174)
(2, 5175)
(6, 5178)
(5, 5181)
(5, 5182)
(6, 5187)
(5, 5199)
(3, 5211)
(4, 5217)
(5, 5218)
(5, 5224)
(4, 5227)
(4, 5228)
(5, 5242)
(6, 5245)
(5, 5247)
(5, 5248)
(6, 5254)
(4, 5255)
(3, 5257)
(4, 5268)
(4, 5271)
(4, 5272)
(5, 5274)
(3, 5275)
(5, 5281)
(4, 5282)
(5, 5284)
(4, 5286)
(6, 5306)
(5, 5313)
(5, 5331)
(3, 5335)
(4, 5336)
(3, 5346)
(3, 5353)
(6, 5360)
(4, 5363)
(3, 5364)
(5, 5417)
(5, 5422)
(6, 5425)
(5, 5427)
(5, 5428)
(3, 5436)
(4, 5445)
(6, 5452)
(4, 5454)
(5, 5455)
(3, 5458)
(3, 5463)
(5, 5471)
(5, 5472)
(6, 5477)
(5, 5482)
(3, 5485)
(4, 5499)
(3, 5506)
(2, 5517)
(6, 5524)
(4, 5525)
(3, 5527)
(3, 5533)
(6, 5542)
(4, 5544)
(5, 5545)
(3, 5548)
(4, 5552)
(5, 5554)
(2, 5555)
(6, 5558)
(3, 5560)
(4, 5569)
(2, 5571)
(3, 5572)
(3, 5584)
(6, 5585)
(4, 5596)
(6, 5603)
(3, 5605)
(4, 5606)
(4, 5628)
(6, 5630)
(4, 5633)
(3, 5634)
(3, 5643)
(3, 5650)
(4, 5659)
(4, 5660)
(6, 5666)
(4, 5682)
(4, 5695)
(4, 5712)
(5, 5714)
(2, 5715)
(6, 5718)
(4, 5721)
(4, 5722)
(5, 5724)
(3, 5725)
(5, 5741)
(5, 5742)
(6, 5747)
(2, 5751)
(3, 5752)
(6, 5774)
(6, 5781)
(4, 5789)
(4, 5798)
(6, 5799)
(5, 5811)
(5, 5812)
(6, 5817)
(5, 5821)
(4, 5822)
(5, 5824)
(4, 5826)
(5, 5842)
(3, 5845)
(3, 5854)
(6, 5855)
(4, 5862)
(6, 5871)
(4, 5879)
(4, 5897)
(5, 5919)
(4, 5949)
(4, 5956)
(4, 5965)
(4, 5978)
(6, 5979)
(4, 5987)
(5, 5991)
(4, 5994)
(6, 5997)
(2, 6008)
(3, 6017)
(5, 6022)
(5, 6023)
(5, 6032)
(6, 6035)
(5, 6037)
(5, 6038)
(3, 6044)
(6, 6049)
(6, 6053)
(3, 6055)
(4, 6056)
(4, 6065)
(3, 6071)
(5, 6073)
(2, 6080)
(5, 6083)
(6, 6094)
(3, 6107)
(4, 6136)
(4, 6163)
(5, 6166)
(3, 6170)
(4, 6179)
(4, 6197)
(5, 6202)
(5, 6203)
(5, 6220)
(5, 6230)
(3, 6239)
(4, 6258)
(4, 6285)
(3, 6293)
(5, 6302)
(6, 6305)
(5, 6307)
(5, 6308)
(4, 6316)
(5, 6320)
(3, 6329)
(6, 6334)
(4, 6335)
(3, 6337)
(6, 6343)
(3, 6345)
(4, 6346)
(6, 6350)
(4, 6353)
(3, 6354)
(4, 6361)
(4, 6364)
(3, 6367)
(5, 6370)
(3, 6373)
(3, 6376)
(5, 6380)
(5, 6389)
(3, 6392)
(5, 6398)
(3, 6404)
(6, 6409)
(6, 6433)
(3, 6435)
(4, 6436)
(3, 6440)
(3, 6453)
(4, 6463)
(6, 6490)
(6, 6503)
(3, 6505)
(4, 6506)
(4, 6528)
(6, 6530)
(4, 6533)
(3, 6534)
(3, 6543)
(3, 6550)
(4, 6559)
(4, 6560)
(6, 6566)
(4, 6582)
(4, 6595)
(4, 6605)
(4, 6613)
(5, 6616)
(4, 6631)
(4, 6634)
(3, 6637)
(4, 6643)
(4, 6650)
(6, 6656)
(5, 6661)
(6, 6665)
(3, 6673)
(3, 6701)
(5, 6703)
(3, 6710)
(4, 6719)
(5, 6730)
(3, 6733)
(3, 6736)
(3, 6763)
(4, 6789)
(4, 6791)
(4, 6798)
(2, 6800)
(5, 6803)
(4, 6825)
(5, 6830)
(5, 6839)
(4, 6852)
(4, 6879)
(5, 6893)
(4, 6897)
(6, 6899)
(6, 6904)
(4, 6917)
(3, 6923)
(3, 6932)
(5, 6938)
(6, 6940)
(4, 6955)
(4, 6971)
(4, 6978)
(5, 6983)
(4, 6987)
(6, 6989)
(6, 6998)
(5, 7000)
(3, 7009)
(3, 7016)
(5, 7036)
(6, 7039)
(4, 7048)
(3, 7061)
(5, 7063)
(4, 7084)
(3, 7090)
(6, 7093)
(3, 7106)
(2, 7117)
(6, 7124)
(4, 7125)
(3, 7127)
(3, 7133)
(6, 7142)
(4, 7144)
(5, 7145)
(3, 7148)
(4, 7152)
(5, 7154)
(2, 7155)
(6, 7158)
(3, 7160)
(4, 7169)
(2, 7171)
(3, 7172)
(3, 7184)
(6, 7185)
(4, 7196)
(6, 7214)
(4, 7215)
(3, 7217)
(4, 7225)
(6, 7241)
(5, 7245)
(6, 7248)
(4, 7251)
(4, 7252)
(5, 7254)
(3, 7255)
(3, 7271)
(6, 7284)
(5, 7306)
(6, 7309)
(3, 7313)
(3, 7331)
(3, 7336)
(5, 7360)
(3, 7363)
(3, 7366)
(5, 7379)
(4, 7389)
(6, 7390)
(5, 7397)
(4, 7398)
(4, 7408)
(6, 7412)
(4, 7414)
(5, 7415)
(3, 7418)
(6, 7421)
(5, 7425)
(6, 7428)
(4, 7441)
(4, 7444)
(3, 7447)
(5, 7451)
(5, 7452)
(6, 7457)
(3, 7474)
(6, 7475)
(4, 7480)
(3, 7481)
(6, 7482)
(6, 7488)
(4, 7512)
(5, 7514)
(2, 7515)
(6, 7518)
(4, 7521)
(4, 7522)
(5, 7524)
(3, 7525)
(5, 7541)
(5, 7542)
(6, 7547)
(2, 7551)
(3, 7552)
(6, 7574)
(6, 7581)
(4, 7589)
(4, 7598)
(6, 7599)
(3, 7601)
(5, 7603)
(3, 7610)
(4, 7619)
(5, 7630)
(3, 7633)
(3, 7636)
(3, 7663)
(4, 7689)
(4, 7691)
(4, 7698)
(2, 7711)
(3, 7712)
(3, 7721)
(5, 7739)
(3, 7744)
(6, 7745)
(6, 7754)
(6, 7788)
(5, 7793)
(4, 7804)
(3, 7814)
(6, 7815)
(6, 7824)
(4, 7839)
(4, 7840)
(3, 7841)
(6, 7842)
(6, 7848)
(6, 7851)
(4, 7859)
(4, 7869)
(6, 7878)
(6, 7884)
(6, 7887)
(4, 7893)
(4, 7895)
(4, 7896)
(3, 7900)
(6, 7903)
(4, 7916)
(6, 7930)
(5, 7937)
(4, 7938)
(4, 7958)
(6, 7959)
(4, 7961)
(4, 7968)
(5, 7973)
(4, 7983)
(4, 7985)
(4, 7986)
(6, 7995)
(3, 8002)
(2, 8006)
(4, 8018)
(3, 8020)
(4, 8033)
(5, 8036)
(4, 8047)
(2, 8060)
(5, 8063)
(4, 8074)
(4, 8081)
(4, 8088)
(6, 8099)
(4, 8108)
(6, 8112)
(4, 8114)
(5, 8115)
(3, 8118)
(6, 8121)
(5, 8125)
(6, 8128)
(4, 8141)
(4, 8144)
(3, 8147)
(5, 8151)
(5, 8152)
(6, 8157)
(3, 8174)
(6, 8175)
(4, 8180)
(3, 8181)
(6, 8182)
(6, 8188)
(3, 8200)
(6, 8211)
(5, 8215)
(6, 8218)
(4, 8225)
(3, 8233)
(2, 8244)
(5, 8245)
(6, 8247)
(5, 8251)
(4, 8252)
(5, 8254)
(4, 8256)
(4, 8265)
(6, 8274)
(6, 8281)
(4, 8299)
(4, 8303)
(5, 8306)
(3, 8323)
(4, 8330)
(3, 8332)
(5, 8333)
(5, 8360)
(5, 8369)
(4, 8379)
(5, 8396)
(4, 8397)
(4, 8407)
(4, 8411)
(4, 8414)
(3, 8417)
(2, 8424)
(5, 8425)
(6, 8427)
(4, 8441)
(2, 8442)
(5, 8452)
(3, 8455)
(4, 8470)
(3, 8471)
(6, 8472)
(6, 8478)
(6, 8487)
(4, 8488)
(5, 8511)
(5, 8512)
(6, 8517)
(5, 8521)
(4, 8522)
(5, 8524)
(4, 8526)
(5, 8542)
(3, 8545)
(3, 8554)
(6, 8555)
(4, 8562)
(6, 8571)
(4, 8579)
(4, 8597)
(2, 8600)
(5, 8603)
(4, 8625)
(5, 8630)
(5, 8639)
(4, 8652)
(4, 8679)
(5, 8693)
(4, 8697)
(6, 8699)
(4, 8704)
(3, 8714)
(6, 8715)
(6, 8724)
(4, 8739)
(4, 8740)
(3, 8741)
(6, 8742)
(6, 8748)
(6, 8751)
(4, 8759)
(4, 8769)
(6, 8778)
(6, 8784)
(6, 8787)
(4, 8793)
(4, 8795)
(4, 8796)
(4, 8801)
(4, 8808)
(4, 8810)
(3, 8811)
(6, 8812)
(6, 8818)
(6, 8821)
(6, 8847)
(4, 8848)
(6, 8874)
(6, 8877)
(4, 8880)
(6, 8881)
(4, 8884)
(6, 8909)
(4, 8929)
(5, 8936)
(4, 8937)
(4, 8957)
(5, 8963)
(4, 8967)
(6, 8969)
(4, 8973)
(4, 8975)
(4, 8976)
(6, 8990)
(4, 8992)
(6, 8996)
(4, 9001)
(4, 9004)
(3, 9007)
(4, 9010)
(3, 9012)
(5, 9013)
(3, 9021)
(5, 9023)
(5, 9031)
(5, 9032)
(6, 9037)
(4, 9040)
(6, 9046)
(6, 9064)
(3, 9070)
(6, 9073)
(6, 9089)
(6, 9098)
(4, 9100)
(3, 9102)
(5, 9103)
(3, 9120)
(4, 9129)
(5, 9130)
(2, 9133)
(5, 9159)
(4, 9167)
(4, 9176)
(4, 9192)
(5, 9195)
(3, 9201)
(5, 9203)
(3, 9210)
(4, 9219)
(5, 9230)
(3, 9233)
(3, 9236)
(3, 9263)
(4, 9289)
(4, 9291)
(4, 9298)
(5, 9301)
(5, 9302)
(6, 9307)
(5, 9310)
(2, 9313)
(5, 9320)
(3, 9323)
(3, 9326)
(2, 9331)
(3, 9332)
(3, 9362)
(5, 9368)
(6, 9370)
(5, 9377)
(4, 9378)
(5, 9386)
(4, 9387)
(4, 9400)
(6, 9406)
(4, 9444)
(4, 9459)
(6, 9460)
(4, 9495)
(5, 9519)
(4, 9549)
(4, 9556)
(4, 9565)
(4, 9578)
(6, 9579)
(4, 9587)
(5, 9591)
(4, 9594)
(6, 9597)
(6, 9604)
(4, 9617)
(3, 9623)
(3, 9632)
(5, 9638)
(6, 9640)
(4, 9655)
(4, 9671)
(4, 9678)
(5, 9683)
(4, 9687)
(6, 9689)
(6, 9698)
(3, 9700)
(6, 9703)
(4, 9716)
(6, 9730)
(5, 9737)
(4, 9738)
(4, 9758)
(6, 9759)
(4, 9761)
(4, 9768)
(5, 9773)
(4, 9783)
(4, 9785)
(4, 9786)
(6, 9795)
(6, 9809)
(4, 9829)
(5, 9836)
(4, 9837)
(4, 9857)
(5, 9863)
(4, 9867)
(6, 9869)
(4, 9873)
(4, 9875)
(4, 9876)
(6, 9890)
(4, 9892)
(6, 9896)
(6, 9908)
(4, 9912)
(5, 9915)
(4, 9921)
(4, 9928)
(4, 9945)
(5, 9951)
(4, 9954)
(6, 9957)
(6, 9968)
(6, 9975)
(6, 9980)
(4, 9982)
(6, 9986)
(1, 10000)
(2, 10003)
(4, 10009)
(3, 10029)
(2, 10030)
(5, 10033)
(5, 10039)
(3, 10067)
(3, 10076)
(4, 10088)
(4, 10090)
(3, 10092)
(5, 10093)
(6, 10112)
(5, 10114)
(4, 10115)
(6, 10121)
(2, 10122)
(3, 10125)
(6, 10128)
(5, 10141)
(4, 10148)
(4, 10151)
(3, 10152)
(5, 10158)
(2, 10177)
(6, 10182)
(4, 10184)
(5, 10185)
(3, 10188)
(3, 10209)
(6, 10211)
(2, 10212)
(3, 10215)
(6, 10218)
(2, 10221)
(3, 10222)
(4, 10233)
(6, 10247)
(3, 10251)
(4, 10257)
(5, 10258)
(6, 10274)
(4, 10275)
(3, 10277)
(6, 10281)
(5, 10285)
(6, 10288)
(3, 10290)
(4, 10299)
(2, 10300)
(5, 10303)
(5, 10309)
(4, 10323)
(5, 10330)
(4, 10332)
(4, 10333)
(5, 10335)
(3, 10337)
(2, 10339)
(5, 10353)
(4, 10366)
(3, 10373)
(5, 10390)
(2, 10393)
(5, 10411)
(4, 10418)
(6, 10427)
(5, 10444)
(4, 10447)
(4, 10448)
(5, 10457)
(6, 10472)
(4, 10474)
(5, 10475)
(3, 10478)
(4, 10481)
(4, 10484)
(3, 10487)
(4, 10511)
(3, 10512)
(5, 10518)
(3, 10521)
(4, 10527)
(5, 10528)
(5, 10533)
(5, 10547)
(2, 10557)
(4, 10572)
(5, 10574)
(2, 10575)
(6, 10578)
(5, 10581)
(5, 10582)
(6, 10587)
(5, 10599)
(3, 10607)
(4, 10636)
(4, 10663)
(5, 10666)
(3, 10670)
(4, 10679)
(4, 10697)
(3, 10706)
(2, 10717)
(6, 10724)
(4, 10725)
(3, 10727)
(3, 10733)
(6, 10742)
(4, 10744)
(5, 10745)
(3, 10748)
(4, 10752)
(5, 10754)
(2, 10755)
(6, 10758)
(3, 10760)
(4, 10769)
(2, 10771)
(3, 10772)
(3, 10784)
(6, 10785)
(4, 10796)
(4, 10808)
(6, 10812)
(4, 10814)
(5, 10815)
(3, 10818)
(6, 10821)
(5, 10825)
(6, 10828)
(4, 10841)
(4, 10844)
(3, 10847)
(5, 10851)
(5, 10852)
(6, 10857)
(3, 10874)
(6, 10875)
(4, 10880)
(3, 10881)
(6, 10882)
(6, 10888)
(4, 10900)
(3, 10902)
(5, 10903)
(3, 10920)
(4, 10929)
(5, 10930)
(2, 10933)
(5, 10959)
(4, 10967)
(4, 10976)
(4, 10992)
(5, 10995)
(6, 11012)
(5, 11014)
(4, 11015)
(6, 11021)
(2, 11022)
(3, 11025)
(6, 11028)
(5, 11041)
(4, 11048)
(4, 11051)
(3, 11052)
(5, 11058)
(2, 11077)
(6, 11082)
(4, 11084)
(5, 11085)
(3, 11088)
(6, 11102)
(5, 11104)
(4, 11105)
(3, 11113)
(3, 11118)
(6, 11120)
(4, 11124)
(4, 11125)
(3, 11131)
(4, 11134)
(5, 11140)
(4, 11142)
(4, 11143)
(5, 11145)
(3, 11147)
(2, 11149)
(4, 11150)
(4, 11152)
(5, 11154)
(5, 11159)
(3, 11168)
(3, 11174)
(6, 11179)
(3, 11181)
(3, 11186)
(2, 11194)
(5, 11195)
(6, 11197)
(6, 11201)
(2, 11202)
(3, 11205)
(6, 11208)
(6, 11210)
(4, 11214)
(4, 11215)
(2, 11220)
(5, 11223)
(5, 11229)
(5, 11232)
(3, 11234)
(4, 11238)
(4, 11241)
(3, 11243)
(3, 11248)
(3, 11249)
(3, 11250)
(4, 11251)
(5, 11267)
(5, 11276)
(6, 11280)
(4, 11283)
(3, 11284)
(5, 11292)
(3, 11294)
(3, 11311)
(4, 11314)
(5, 11322)
(3, 11324)
(4, 11328)
(4, 11341)
(3, 11342)
(5, 11348)
(2, 11358)
(5, 11377)
(4, 11382)
(5, 11384)
(2, 11385)
(6, 11388)
(5, 11401)
(4, 11408)
(5, 11410)
(4, 11412)
(4, 11413)
(5, 11415)
(3, 11417)
(2, 11419)
(4, 11421)
(3, 11423)
(3, 11428)
(3, 11429)
(4, 11431)
(3, 11432)
(5, 11438)
(6, 11446)
(5, 11451)
(3, 11455)
(4, 11456)
(6, 11464)
(4, 11465)
(3, 11467)
(3, 11471)
(3, 11476)
(4, 11480)
(3, 11482)
(5, 11483)
(2, 11491)
(3, 11492)
(4, 11501)
(3, 11502)
(5, 11508)
(4, 11510)
(4, 11512)
(5, 11514)
(5, 11519)
(3, 11520)
(4, 11521)
(2, 11538)
(5, 11541)
(3, 11545)
(4, 11546)
(3, 11554)
(6, 11559)
(4, 11564)
(5, 11580)
(2, 11583)
(5, 11591)
(6, 11595)
(3, 11618)
(5, 11627)
(6, 11644)
(4, 11645)
(3, 11647)
(4, 11654)
(5, 11672)
(3, 11674)
(3, 11681)
(2, 11707)
(3, 11714)
(6, 11719)
(5, 11726)
(5, 11737)
(3, 11741)
(3, 11746)
(5, 11762)
(3, 11764)
(2, 11770)
(5, 11773)
(6, 11791)
(6, 11802)
(4, 11804)
(5, 11805)
(3, 11808)
(3, 11811)
(3, 11816)
(6, 11820)
(4, 11823)
(3, 11824)
(4, 11832)
(5, 11834)
(2, 11835)
(6, 11838)
(4, 11840)
(3, 11842)
